player,upload_date,video_id,url,avg_angry,avg_disgust,avg_fear,avg_happy,avg_sad,avg_surprise,avg_neutral,dominant_emotion,frames_analyzed,historical_gmsc_avg,next_game_gmsc
Russell Westbrook,2021-11-01 000000,ShgiIIXOGCM,https://www.youtube.com/watch?v=ShgiIIXOGCM,15.183,0.0585,58.4247,2.8438,10.4417,3.1404,9.9078,fear,50,12.51,22.1
Russell Westbrook,2021-10-28 000000,30F1tKb3pvg,https://www.youtube.com/watch?v=30F1tKb3pvg,6.1767,0.0115,19.1354,2.0691,49.0709,1.2556,22.2808,sad,50,11.94,13.6
Russell Westbrook,2021-10-27 000000,_wzUutTotrw,https://www.youtube.com/watch?v=_wzUutTotrw,0.0223,0.0,14.2809,2.8557,8.6712,41.6371,32.5329,surprise,50,11.65,13.1
Russell Westbrook,2021-10-23 000000,GRdOUHjdR9w,https://www.youtube.com/watch?v=GRdOUHjdR9w,15.3201,0.0032,14.7865,6.6724,41.52,6.0955,15.6024,sad,50,5.8,9.1
Russell Westbrook,2021-10-20 000000,jDIVKysJZk4,https://www.youtube.com/watch?v=jDIVKysJZk4,2.4915,0.0043,7.3192,68.5868,16.5987,0.5147,4.4848,happy,50,-0.4,12.0
Steph Curry,2022-06-03 000000,l1JPqXnw8SI,https://www.youtube.com/watch?v=l1JPqXnw8SI,10.0785,0.1343,34.6562,1.9454,34.8535,3.2058,15.1264,sad,50,19.18,22.3
Steph Curry,2022-05-27 000000,RGSG69xcJMk,https://www.youtube.com/watch?v=RGSG69xcJMk,3.6705,0.024,11.9268,4.2798,39.8463,1.9435,38.309,sad,50,19.1,25.7
Steph Curry,2022-05-25 000000,8vnETfkLL3k,https://www.youtube.com/watch?v=8vnETfkLL3k,4.5892,0.4381,12.9428,0.4375,39.5182,10.8671,31.2072,sad,50,19.18,13.2
Steph Curry,2022-05-23 000000,X7BDinBqb5Q,https://www.youtube.com/watch?v=X7BDinBqb5Q,1.2462,0.0002,20.8403,0.4052,8.6045,0.7094,68.1943,neutral,50,19.21,16.5
Steph Curry,2022-05-23 000000,X7BDinBqb5Q,https://www.youtube.com/watch?v=X7BDinBqb5Q,1.2462,0.0002,20.8403,0.4052,8.6045,0.7094,68.1943,neutral,50,19.21,16.5
Steph Curry,2022-05-21 000000,Fv9aZbkLIBc,https://www.youtube.com/watch?v=Fv9aZbkLIBc,11.3937,0.0245,9.7126,1.4286,34.1592,0.7957,42.4858,neutral,50,19.13,25.6
Steph Curry,2022-05-14 000000,DnZ1tDupijg,https://www.youtube.com/watch?v=DnZ1tDupijg,15.4986,0.1199,24.8979,4.3619,29.3608,0.9411,24.8199,sad,50,19.12,16.1
Steph Curry,2022-05-12 000000,l9BIR4i01Ew,https://www.youtube.com/watch?v=l9BIR4i01Ew,4.0569,0.0178,11.2163,2.8039,24.5953,0.018,57.2918,neutral,50,19.14,17.5
Steph Curry,2022-05-10 000000,rLyEF7wkjI4,https://www.youtube.com/watch?v=rLyEF7wkjI4,34.0134,0.1323,19.8476,2.5812,25.4906,4.4433,13.4918,angry,50,19.27,9.5
Steph Curry,2022-05-04 000000,2fR6q0Df6zA,https://www.youtube.com/watch?v=2fR6q0Df6zA,7.7837,0.0087,11.2617,2.1483,33.1506,3.1576,42.4894,neutral,50,19.12,27.0
Steph Curry,2022-05-02 000000,w3tgJx1PIPk,https://www.youtube.com/watch?v=w3tgJx1PIPk,5.306,0.0485,19.3513,5.1523,15.8518,3.0817,51.2084,neutral,50,19.13,19.0
Steph Curry,2022-04-28 000000,zI4mwWDH64U,https://www.youtube.com/watch?v=zI4mwWDH64U,15.8736,0.0328,13.971,6.4469,17.7605,0.9008,45.0145,neutral,50,19.2,14.2
Steph Curry,2022-04-22 000000,Ag1EU4-6zlE,https://www.youtube.com/watch?v=Ag1EU4-6zlE,7.4836,0.0038,25.4104,6.2152,20.6084,2.9121,37.3665,neutral,50,19.06,28.1
Steph Curry,2022-04-17 000000,PNWfxf-WOVA,https://www.youtube.com/watch?v=PNWfxf-WOVA,11.4466,0.0356,15.785,4.0777,22.6777,0.2864,45.6908,neutral,50,18.94,28.3
Steph Curry,2022-03-15 000000,oFMibFdPpAE,https://www.youtube.com/watch?v=oFMibFdPpAE,31.6844,0.0152,12.7059,4.3402,29.0828,8.1572,14.0143,sad,50,19.37,-2.5
Steph Curry,2022-03-11 000000,ufJvFxPLLog,https://www.youtube.com/watch?v=ufJvFxPLLog,4.5001,0.0216,60.375,4.1904,2.2694,12.2668,16.3769,fear,50,19.2,9.1
Steph Curry,2022-03-09 000000,3xfkmxYsX3w,https://www.youtube.com/watch?v=3xfkmxYsX3w,15.1456,0.1655,9.3768,4.0619,38.6731,1.2049,31.3722,sad,50,19.05,28.1
Steph Curry,2022-03-06 000000,GCAFj4EfaBI,https://www.youtube.com/watch?v=GCAFj4EfaBI,4.0426,0.0302,9.0108,7.2434,27.7036,0.1653,51.8042,neutral,50,19.18,11.0
Steph Curry,2022-03-04 000000,eNxrgbb8FT8,https://www.youtube.com/watch?v=eNxrgbb8FT8,4.6883,0.0206,57.4366,0.3921,21.7828,0.1253,15.5544,fear,50,19.21,17.7
Steph Curry,2022-03-02 000000,IwDYks091kw,https://www.youtube.com/watch?v=IwDYks091kw,1.1408,0.0023,16.5673,0.0318,24.3359,0.6123,57.3096,neutral,50,19.22,18.3
Steph Curry,2022-02-28 000000,DKD4N60KFec,https://www.youtube.com/watch?v=DKD4N60KFec,9.1607,0.0858,21.6207,1.085,44.6922,0.167,23.1885,sad,50,19.18,21.5
Steph Curry,2022-02-17 000000,DpcHSQllgz4,https://www.youtube.com/watch?v=DpcHSQllgz4,6.8873,0.0,6.6954,59.9656,2.625,0.4074,23.4192,happy,50,19.08,21.1
Steph Curry,2022-02-13 000000,S4dt6aB3Igw,https://www.youtube.com/watch?v=S4dt6aB3Igw,14.4628,0.1053,6.522,33.3959,29.0656,0.4661,15.9824,happy,50,19.05,22.0
Steph Curry,2022-02-08 000000,wS6-7Dg1nbs,https://www.youtube.com/watch?v=wS6-7Dg1nbs,3.0505,0.028,29.9775,30.2301,6.2935,17.6582,12.7622,happy,50,19.13,7.6
Steph Curry,2022-02-04 000000,lOt7NQHRA38,https://www.youtube.com/watch?v=lOt7NQHRA38,16.1652,0.0775,5.3587,19.3816,45.5357,0.0438,13.4375,sad,50,19.16,17.9
Steph Curry,2022-02-01 000000,f8mCx2ij3ug,https://www.youtube.com/watch?v=f8mCx2ij3ug,4.6541,0.0094,18.0614,2.8494,33.6198,0.3983,40.4076,neutral,50,19.21,16.7
Steph Curry,2022-01-28 000000,S8alUeuIf2Q,https://www.youtube.com/watch?v=S8alUeuIf2Q,10.3328,0.18,6.4188,4.4561,43.5074,0.0891,35.0158,sad,50,18.95,12.9
Steph Curry,2022-01-24 000000,MG6_f-vtGrM,https://www.youtube.com/watch?v=MG6_f-vtGrM,45.4568,0.2856,4.9142,0.3275,42.2261,0.1327,6.6571,sad,50,18.96,13.4
Steph Curry,2022-01-22 000000,zYhh1uNQ7RM,https://www.youtube.com/watch?v=zYhh1uNQ7RM,10.8162,0.1324,3.9911,0.4166,38.5793,2.032,44.0325,neutral,50,19.26,6.2
Steph Curry,2022-01-21 000000,KtaQjnEi1Ac,https://www.youtube.com/watch?v=KtaQjnEi1Ac,6.1282,0.013,30.3036,0.5228,45.5414,0.5241,16.9669,sad,50,19.32,17.0
Steph Curry,2022-01-14 000000,souS5RFJPoY,https://www.youtube.com/watch?v=souS5RFJPoY,0.0132,0.0001,58.7025,5.5333,1.3158,3.4333,31.0017,fear,50,19.17,12.9
Steph Curry,2022-01-12 000000,9BXYK7kilqs,https://www.youtube.com/watch?v=9BXYK7kilqs,0.6256,0.0012,29.1964,0.2131,31.2879,0.0519,38.6239,neutral,50,19.45,9.1
Steph Curry,2022-01-10 000000,0zoz8zBPtwE,https://www.youtube.com/watch?v=0zoz8zBPtwE,13.5199,1.7491,9.4283,3.1133,30.3316,0.4115,41.4463,neutral,50,19.34,23.3
Steph Curry,2022-01-02 000000,XrYI7HtuoRk,https://www.youtube.com/watch?v=XrYI7HtuoRk,0.8355,0.0149,9.9291,2.0285,48.1847,0.0026,39.0047,sad,50,20.43,3.7
Steph Curry,2021-12-29 000000,P0zWjaXmrTE,https://www.youtube.com/watch?v=P0zWjaXmrTE,19.2061,0.0482,11.925,16.6034,28.0184,0.3102,23.8888,sad,50,20.36,22.8
Steph Curry,2021-12-26 000000,BqViRzJHQ84,https://www.youtube.com/watch?v=BqViRzJHQ84,3.2354,0.0078,38.6518,5.5442,25.2088,12.2555,15.0965,fear,50,20.67,10.6
Steph Curry,2021-12-24 000000,Pq4KfuttCjo,https://www.youtube.com/watch?v=Pq4KfuttCjo,11.3929,0.0244,10.3726,25.9362,31.4134,4.8745,15.986,sad,50,20.54,24.6
Steph Curry,2021-12-18 000000,lKV8YkCl3fU,https://www.youtube.com/watch?v=lKV8YkCl3fU,2.9975,0.002,51.2579,0.7265,25.2791,5.6585,14.0785,fear,50,20.05,16.6
Steph Curry,2021-12-15 000000,qmJCH76_05M,https://www.youtube.com/watch?v=qmJCH76_05M,2.502,0.0005,21.2676,33.2316,8.1512,0.8377,34.0093,neutral,50,20.2,15.8
Steph Curry,2021-12-14 000000,7OKbD2JYFAk,https://www.youtube.com/watch?v=7OKbD2JYFAk,12.4998,0.0129,20.9289,16.5119,15.0507,21.1532,13.8427,surprise,50,20.57,10.6
Steph Curry,2021-12-12 000000,Uhg2SXvSbps,https://www.youtube.com/watch?v=Uhg2SXvSbps,1.749,0.0588,11.9012,1.5991,83.866,0.0154,0.8106,sad,50,20.76,15.9
Steph Curry,2021-12-04 000000,DjmRkroG_Bk,https://www.youtube.com/watch?v=DjmRkroG_Bk,6.0361,0.0027,16.0182,20.9851,17.5723,1.1181,38.2677,neutral,50,21.6,17.7
Steph Curry,2021-12-01 000000,uMKZ-pKyKCg,https://www.youtube.com/watch?v=uMKZ-pKyKCg,4.3237,0.0041,36.4179,1.6976,28.087,11.1552,18.3145,sad,50,21.99,13.8
Steph Curry,2021-11-19 000000,UlOSA5hL8FI,https://www.youtube.com/watch?v=UlOSA5hL8FI,2.5072,0.0025,16.54,2.3674,38.3686,7.3494,32.865,sad,50,23.65,8.6
Steph Curry,2021-11-17 000000,DxmNC5k7mws,https://www.youtube.com/watch?v=DxmNC5k7mws,24.7465,0.3467,19.6145,5.4123,31.6022,0.2717,18.006,sad,50,23.2,29.9
Steph Curry,2021-11-15 000000,cxDggmDg4H8,https://www.youtube.com/watch?v=cxDggmDg4H8,6.7089,0.0061,16.386,51.0321,15.0882,0.6726,10.1062,happy,50,22.43,33.2
Steph Curry,2021-11-11 000000,WS2U103iDzw,https://www.youtube.com/watch?v=WS2U103iDzw,6.0982,0.043,6.1863,2.7807,22.9428,0.3863,61.5628,neutral,50,21.99,29.2
Steph Curry,2021-11-09 000000,uxSAnp3vRNE,https://www.youtube.com/watch?v=uxSAnp3vRNE,5.7166,0.0031,64.3539,2.6062,15.6278,2.8415,8.8508,fear,50,22.28,19.1
Steph Curry,2021-11-06 000000,PlySBUqabDQ,https://www.youtube.com/watch?v=PlySBUqabDQ,14.7815,0.0006,26.0601,2.4277,18.1063,0.5021,38.1217,neutral,50,19.66,16.9
Steph Curry,2021-10-27 000000,xCR9J-r_bqg,https://www.youtube.com/watch?v=xCR9J-r_bqg,5.3315,0.0102,2.9556,0.6938,39.7896,0.1128,51.1065,neutral,50,22.48,23.4
Steph Curry,2021-10-25 000000,10Wk2NoN7PQ,https://www.youtube.com/watch?v=10Wk2NoN7PQ,4.7987,0.0035,11.1511,3.9951,27.273,0.1373,52.6414,neutral,50,24.33,16.9
Steph Curry,2021-10-22 000000,KEmKifdHZzU,https://www.youtube.com/watch?v=KEmKifdHZzU,8.227,0.0249,6.1077,9.1046,35.3015,1.6132,39.6211,neutral,50,24.9,23.2
Steph Curry,2021-10-20 000000,_0bfqNNbPj0,https://www.youtube.com/watch?v=_0bfqNNbPj0,5.7431,0.0023,27.6212,2.657,36.1735,0.9657,26.837,sad,50,17.3,32.5
Terance Mann,2022-03-23 000000,9LpQbxFy5vw,https://www.youtube.com/watch?v=9LpQbxFy5vw,0.8779,0.0116,29.3722,0.0453,48.9759,3.3518,17.3653,sad,50,9.22,7.7
Terance Mann,2022-03-17 000000,NhWdIY2LRnQ,https://www.youtube.com/watch?v=NhWdIY2LRnQ,2.6474,0.0,8.8319,0.0051,0.5685,4.4931,83.4542,neutral,50,8.97,10.6
Terance Mann,2022-03-15 000000,TGs4X8EvGk8,https://www.youtube.com/watch?v=TGs4X8EvGk8,11.3582,0.0523,8.9005,0.937,42.5501,0.2367,35.9651,sad,50,8.86,16.6
Terance Mann,2022-03-02 000000,UOibRL2W6ZY,https://www.youtube.com/watch?v=UOibRL2W6ZY,6.6775,0.0016,39.4791,0.5485,13.8162,18.0042,21.4729,fear,50,8.88,11.6
Terance Mann,2022-02-18 000000,J-HVsSclato,https://www.youtube.com/watch?v=J-HVsSclato,2.3355,0.0001,4.6266,0.4529,40.6651,0.0583,51.8616,neutral,50,8.68,19.5
Terance Mann,2022-02-15 000000,s_D2L3d97Bw,https://www.youtube.com/watch?v=s_D2L3d97Bw,18.2837,0.0,18.3789,0.2732,42.8201,0.8766,19.3674,sad,50,8.68,0.1
Terance Mann,2022-02-13 000000,f6Aas6tsBNI,https://www.youtube.com/watch?v=f6Aas6tsBNI,7.5622,0.0216,25.8736,0.0228,4.9387,3.6676,57.9133,neutral,50,8.46,21.5
Terance Mann,2022-01-14 000000,KK0UF0YifgI,https://www.youtube.com/watch?v=KK0UF0YifgI,0.6584,0.0009,3.8084,0.2519,90.3061,0.007,4.9673,sad,50,8.63,2.5
Terance Mann,2022-01-02 000000,uMt5ZJ8_QI4,https://www.youtube.com/watch?v=uMt5ZJ8_QI4,5.5674,0.0245,33.1931,50.8278,3.2385,2.5787,4.5699,happy,50,8.85,6.4
Terance Mann,2021-12-30 000000,zlQbkFybFVM,https://www.youtube.com/watch?v=zlQbkFybFVM,2.6116,0.002,23.2449,2.2594,17.8794,2.2263,51.7764,neutral,50,8.52,15.8
Terance Mann,2021-12-27 000000,0l-gE7yoafI,https://www.youtube.com/watch?v=0l-gE7yoafI,21.1279,0.0145,9.3099,6.0105,3.5628,0.1575,59.8168,neutral,50,8.54,2.8
Terance Mann,2021-12-09 000000,dQj-sfEhw_I,https://www.youtube.com/watch?v=dQj-sfEhw_I,0.4482,0.0104,1.2901,0.171,2.8845,0.0325,95.1633,neutral,50,7.71,16.5
Terance Mann,2021-11-14 000000,Ker2uySVmk4,https://www.youtube.com/watch?v=Ker2uySVmk4,7.015,0.0198,42.8157,2.4265,6.2274,3.2222,38.2735,fear,50,9.15,6.1
Terance Mann,2021-11-04 000000,OVQmmMwljHY,https://www.youtube.com/watch?v=OVQmmMwljHY,0.0067,0.0,37.2851,0.004,1.2947,0.0018,61.4077,neutral,50,9.11,9.9
Andrew Wiggins,2022-05-19 000000,Ev5Ku7Wcucg,https://www.youtube.com/watch?v=Ev5Ku7Wcucg,31.9471,0.0005,10.9208,2.5069,49.9296,4.0175,0.6774,sad,50,11.99,11.9
Andrew Wiggins,2022-03-13 000000,y6G2WR_sMDU,https://www.youtube.com/watch?v=y6G2WR_sMDU,16.7247,0.0021,13.4654,1.7425,26.9154,0.0763,41.0736,neutral,50,12.31,13.7
Andrew Wiggins,2022-03-02 000000,oBSw0xWt7-M,https://www.youtube.com/watch?v=oBSw0xWt7-M,0.1813,0.0,35.9317,0.0046,12.3915,2.9969,48.494,neutral,50,12.44,11.8
Andrew Wiggins,2022-02-15 000000,dQsem-Os4vA,https://www.youtube.com/watch?v=dQsem-Os4vA,38.4358,0.1637,9.1473,1.9217,10.8884,1.2958,38.1474,neutral,50,12.79,7.3
Andrew Wiggins,2022-01-28 000000,9Bwprz4xsMg,https://www.youtube.com/watch?v=9Bwprz4xsMg,23.3567,0.015,2.5722,1.1616,51.116,0.0125,21.7661,sad,50,12.75,22.8
Andrew Wiggins,2022-01-19 000000,guYzjTFZkgQ,https://www.youtube.com/watch?v=guYzjTFZkgQ,40.2588,0.0012,2.1642,2.8749,40.6143,0.0172,14.0694,sad,50,13.09,3.2
Andrew Wiggins,2021-12-18 000000,9WX8Wh5B8hI,https://www.youtube.com/watch?v=9WX8Wh5B8hI,8.238,0.1075,30.7737,8.8672,16.6303,2.9468,32.4364,neutral,50,13.17,14.0
Anthony Davis,2022-04-06 000000,JsQlRszK4gI,https://www.youtube.com/watch?v=JsQlRszK4gI,5.016,0.0036,10.1379,1.5341,61.2118,3.9623,18.1344,sad,50,19.94,
Anthony Davis,2022-04-02 000000,EUV2GWPb28g,https://www.youtube.com/watch?v=EUV2GWPb28g,10.2512,0.0068,12.4739,3.5408,46.3912,0.4977,26.8383,sad,50,19.88,25.7
Anthony Davis,2022-02-13 000000,wZIfxdyCymU,https://www.youtube.com/watch?v=wZIfxdyCymU,10.5363,0.02,5.9367,0.6268,38.4148,0.5541,43.9113,neutral,50,19.97,17.9
Anthony Davis,2022-02-09 000000,HuRGEREF95E,https://www.youtube.com/watch?v=HuRGEREF95E,3.5139,0.0278,14.1248,15.06,38.8038,2.0548,26.4148,sad,50,20.17,19.3
Anthony Davis,2022-02-06 000000,CgaSAkmGUVA,https://www.youtube.com/watch?v=CgaSAkmGUVA,1.3476,0.0236,43.5277,0.122,43.7812,1.3215,9.8764,sad,50,20.03,25.0
Anthony Davis,2022-02-04 000000,TkdCGa2YThs,https://www.youtube.com/watch?v=TkdCGa2YThs,5.0885,1.0977,17.715,0.251,51.2114,4.253,20.3835,sad,50,19.67,31.3
Anthony Davis,2022-02-03 000000,8QfFZ1VwBGM,https://www.youtube.com/watch?v=8QfFZ1VwBGM,4.7788,0.024,14.5575,0.1356,63.7572,0.1153,16.6314,sad,50,19.39,28.5
Anthony Davis,2022-01-28 000000,IYL-_BKIwgo,https://www.youtube.com/watch?v=IYL-_BKIwgo,11.2697,0.0085,22.8507,0.0502,43.313,3.6302,18.8777,sad,50,19.24,19.0
Anthony Davis,2022-01-26 000000,f6OMvJv_p8M,https://www.youtube.com/watch?v=f6OMvJv_p8M,6.0102,0.0069,21.457,0.9029,35.5085,1.4903,34.6242,sad,50,18.95,27.6
Anthony Davis,2021-12-18 000000,kxmCeBkhPZE,https://www.youtube.com/watch?v=kxmCeBkhPZE,13.4519,0.079,29.3066,18.7087,13.5913,9.6009,15.2616,fear,50,19.38,7.2
Anthony Davis,2021-12-16 000000,MTJardVxljs,https://www.youtube.com/watch?v=MTJardVxljs,2.5878,0.5621,6.0551,14.8349,55.1964,0.0087,20.7549,sad,50,20.02,2.9
Anthony Davis,2021-12-08 000000,n18YY-AQG-E,https://www.youtube.com/watch?v=n18YY-AQG-E,13.4492,0.0613,23.9289,0.0931,46.1057,2.7105,13.6514,sad,50,20.72,15.4
Anthony Davis,2021-12-04 000000,THcCn0UCOlA,https://www.youtube.com/watch?v=THcCn0UCOlA,1.4082,0.0473,29.3687,5.3446,54.0385,0.7445,9.0482,sad,50,20.84,18.0
Anthony Davis,2021-12-01 000000,KcpCV0wbCys,https://www.youtube.com/watch?v=KcpCV0wbCys,12.1665,0.0093,40.4387,0.111,22.4195,2.4683,22.3869,fear,50,20.67,24.6
Anthony Davis,2021-11-29 000000,fI5pahD70SM,https://www.youtube.com/watch?v=fI5pahD70SM,10.6497,0.027,6.8698,0.0251,59.1708,0.1172,23.1403,sad,50,20.68,20.6
Anthony Davis,2021-11-24 000000,rkdTaD36Dfc,https://www.youtube.com/watch?v=rkdTaD36Dfc,4.5795,0.3038,9.1769,0.8381,64.7963,1.0684,19.237,sad,50,20.66,17.4
Anthony Davis,2021-11-22 000000,Pqpx2Uj9dKc,https://www.youtube.com/watch?v=Pqpx2Uj9dKc,3.6156,0.0005,23.9832,35.0231,6.4267,4.0666,26.8843,happy,50,21.08,13.2
Anthony Davis,2021-11-20 000000,GoQFp7gAVFY,https://www.youtube.com/watch?v=GoQFp7gAVFY,14.4506,0.0105,70.0589,0.2005,1.9925,11.4671,1.8199,fear,50,20.45,31.8
Anthony Davis,2021-11-18 000000,Jj79Uj7rzLM,https://www.youtube.com/watch?v=Jj79Uj7rzLM,2.6447,0.725,42.1396,7.2522,24.4458,9.1529,13.6397,fear,50,20.21,24.2
Anthony Davis,2021-11-15 000000,NjELtHUfKUg,https://www.youtube.com/watch?v=NjELtHUfKUg,1.6585,0.4083,44.5341,1.4326,31.3093,0.1091,20.5481,fear,50,20.86,15.2
Anthony Davis,2021-11-13 000000,aWLDNVgc0e0,https://www.youtube.com/watch?v=aWLDNVgc0e0,2.1134,0.0074,67.5751,0.102,21.391,0.2744,8.5367,fear,50,19.86,33.8
Anthony Davis,2021-11-11 000000,cURuSUEP9jw,https://www.youtube.com/watch?v=cURuSUEP9jw,7.9274,0.0759,29.1386,15.4977,35.2168,0.0832,12.0603,sad,50,19.77,21.0
Anthony Davis,2021-11-09 000000,VSQdAyNee50,https://www.youtube.com/watch?v=VSQdAyNee50,4.2237,2.5985,52.1419,5.3007,21.9267,0.0845,13.7239,fear,50,20.05,16.7
Anthony Davis,2021-11-05 000000,CUZdMjmQ4_k,https://www.youtube.com/watch?v=CUZdMjmQ4_k,1.8834,0.0039,2.8127,57.7833,29.6365,3.0283,4.852,happy,50,21.43,0.6
Anthony Davis,2021-11-03 000000,#NAME?,https://www.youtube.com/watch?v=-lOcbhbOTdQ,7.3993,0.0127,14.5053,0.1562,60.3629,0.9998,16.5638,sad,50,20.65,27.7
Anthony Davis,2021-11-01 000000,BVdnXEFaCo8,https://www.youtube.com/watch?v=BVdnXEFaCo8,12.0,2.0674,20.8199,2.0501,44.6142,0.5971,17.8512,sad,50,20.3,23.1
Anthony Davis,2021-10-30 000000,Uz6xeVLwaxw,https://www.youtube.com/watch?v=Uz6xeVLwaxw,1.8317,0.0201,27.6032,16.8659,42.298,3.4769,7.9041,sad,50,21.67,12.1
Anthony Davis,2021-10-27 000000,g8Ou-R3UPdc,https://www.youtube.com/watch?v=g8Ou-R3UPdc,9.6737,0.1153,19.8483,0.0528,32.1472,12.8698,25.2929,sad,50,23.38,23.0
Anthony Davis,2021-10-25 000000,cYGZRN2ppRY,https://www.youtube.com/watch?v=cYGZRN2ppRY,46.024,0.0029,16.1039,0.8168,31.8297,0.1405,5.0822,angry,50,21.3,29.6
Anthony Davis,2021-10-23 000000,tQpX8wubmM0,https://www.youtube.com/watch?v=tQpX8wubmM0,3.1918,0.0134,44.6065,4.3755,31.4897,0.226,16.097,fear,50,22.8,18.3
Anthony Davis,2021-10-20 000000,ff4v9_4D_-w,https://www.youtube.com/watch?v=ff4v9_4D_-w,5.3963,0.1795,16.1141,0.0534,65.6605,1.6452,10.951,sad,50,26.7,18.9
Chris Paul,2022-05-13 000000,zgCQJwCHGGs,https://www.youtube.com/watch?v=zgCQJwCHGGs,2.8088,0.0273,25.8014,0.5276,2.0257,56.7174,12.0917,surprise,50,16.9,8.5
Chris Paul,2022-05-03 000000,GnQKytbU7P4,https://www.youtube.com/watch?v=GnQKytbU7P4,12.2273,0.2784,24.1938,0.1578,26.1802,1.2496,35.7129,neutral,50,17.34,25.8
Chris Paul,2022-04-29 000000,kGjLZxMh_GE,https://www.youtube.com/watch?v=kGjLZxMh_GE,8.7177,0.0092,8.0123,28.0624,8.0766,0.1405,46.9813,neutral,50,17.37,15.8
Chris Paul,2022-04-27 000000,qBq99lZX86Y,https://www.youtube.com/watch?v=qBq99lZX86Y,8.7007,0.0123,8.865,0.0592,27.9836,3.1001,51.2791,neutral,50,17.14,33.5
Chris Paul,2022-04-25 000000,SKHyGhaJ4aE,https://www.youtube.com/watch?v=SKHyGhaJ4aE,5.1945,0.0098,14.1415,0.3027,46.4191,2.9471,30.9852,sad,50,17.05,23.3
Chris Paul,2022-04-23 000000,DoiiAKaNFMw,https://www.youtube.com/watch?v=DoiiAKaNFMw,5.3002,0.0002,0.8181,69.0928,11.8679,0.0489,12.8718,happy,50,17.21,5.6
Chris Paul,2022-04-20 000000,Zjs6fahos-8,https://www.youtube.com/watch?v=Zjs6fahos-8,2.7766,0.0,66.4644,0.0392,3.4367,1.4861,25.797,fear,50,17.01,31.0
Chris Paul,2022-04-06 000000,saOjmRdgc34,https://www.youtube.com/watch?v=saOjmRdgc34,1.7145,0.0023,19.8384,14.351,1.3544,3.0776,59.6617,neutral,50,16.66,22.3
Chris Paul,2022-04-04 000000,cPtdOI9eo5E,https://www.youtube.com/watch?v=cPtdOI9eo5E,4.725,0.0754,12.9893,42.1121,33.4088,0.0538,6.6355,happy,50,16.71,13.3
Chris Paul,2022-04-02 000000,3Mwd9Mt7RT0,https://www.youtube.com/watch?v=3Mwd9Mt7RT0,2.6243,0.0041,5.9754,47.2862,21.9385,4.6291,17.5424,happy,50,16.8,10.8
Chris Paul,2022-03-31 000000,6zG_rFaqpD8,https://www.youtube.com/watch?v=6zG_rFaqpD8,10.501,0.1151,33.5901,1.3854,35.5313,1.7148,17.1623,sad,50,16.89,11.6
Chris Paul,2022-03-25 000000,UuMJ5V5m7OM,https://www.youtube.com/watch?v=UuMJ5V5m7OM,7.5953,0.029,5.0331,32.0244,5.8285,4.661,44.8287,neutral,50,16.81,23.8
Chris Paul,2022-02-11 000000,eS8xZj5IP64,https://www.youtube.com/watch?v=eS8xZj5IP64,12.1616,0.004,10.9568,0.0617,24.5952,4.502,47.7188,neutral,50,16.81,15.1
Chris Paul,2022-02-08 000000,U2HgSmM3BXk,https://www.youtube.com/watch?v=U2HgSmM3BXk,7.8405,0.0004,17.4192,0.6225,70.5468,0.069,3.5017,sad,50,16.75,10.6
Chris Paul,2022-02-06 000000,Ws8H7LRtmvs,https://www.youtube.com/watch?v=Ws8H7LRtmvs,7.853,0.0189,10.0067,0.0571,72.3736,0.4776,9.213,sad,50,16.69,19.7
Chris Paul,2022-02-04 000000,XF9Rhk1wSkI,https://www.youtube.com/watch?v=XF9Rhk1wSkI,4.0454,0.0018,24.4748,15.3492,8.1341,3.3993,44.5954,neutral,50,16.73,14.8
Chris Paul,2022-01-31 000000,Ax5YsrTV9pA,https://www.youtube.com/watch?v=Ax5YsrTV9pA,30.0198,0.0071,9.9475,0.0491,21.7831,0.1452,38.0482,neutral,50,16.49,23.8
Chris Paul,2022-01-29 000000,e0EYUsJCIr0,https://www.youtube.com/watch?v=e0EYUsJCIr0,10.5975,0.0051,27.9955,1.9484,21.2916,0.8484,37.3135,neutral,50,16.28,26.6
Chris Paul,2022-01-23 000000,pky5Tv19Nsk,https://www.youtube.com/watch?v=pky5Tv19Nsk,4.0065,0.0084,30.7947,7.3523,25.6248,0.2331,31.9802,neutral,50,15.9,24.1
Chris Paul,2022-01-15 000000,vbajRzr5Ro8,https://www.youtube.com/watch?v=vbajRzr5Ro8,8.4297,0.0044,11.0108,2.2849,50.9413,4.7214,22.6075,sad,50,15.5,8.7
Chris Paul,2022-01-07 000000,2Sqk-oFsNdg,https://www.youtube.com/watch?v=2Sqk-oFsNdg,10.0803,0.0541,15.4725,0.0939,40.9016,1.8313,31.5663,sad,50,15.74,4.8
Chris Paul,2022-01-05 000000,b2SzJg__sJc,https://www.youtube.com/watch?v=b2SzJg__sJc,7.4483,0.0125,12.5101,16.2318,40.4925,0.7949,22.5099,sad,50,15.66,18.8
Chris Paul,2022-01-03 000000,AuhcF25wdH8,https://www.youtube.com/watch?v=AuhcF25wdH8,3.3706,0.0201,17.0352,1.6925,62.9807,0.1584,14.7426,sad,50,15.71,13.9
Chris Paul,2021-12-26 000000,zQGKI-FAq4U,https://www.youtube.com/watch?v=zQGKI-FAq4U,4.1809,1.2448,8.8228,23.1371,39.1864,3.9043,19.5237,sad,50,15.95,15.6
